"","month","year","temp","dewp","max","min","NUM_CRIMES"
"1773",12,2019,26,20.1,30.2,24.1,624
"1774",12,2019,24.9,18.7,30,19,670
"1775",12,2019,19.9,7.4,28.9,10,653
"1776",12,2019,22.9,8.8,35.1,14,683
"1777",12,2019,29.9,24.6,41,15.1,726
"1778",12,2019,37.5,28.5,46.9,23.2,747
"1779",12,2019,39.7,30.6,52,33.1,680
"1780",12,2019,42,31.8,52,33.1,689
"1781",12,2019,39.8,35,55,30,624
"1782",12,2019,55.6,48,61,37,609
"1783",12,2019,36.9,31.7,61,32,693
"1784",12,2019,34.1,30,44.1,27,639
"1785",12,2019,51.9,49,57.2,44.1,689
"1786",12,2019,38.4,34.7,53.1,28.4,616
"1787",12,2019,26.3,20.8,30,24.1,549
