crime_date,NUM_CRIMES
2019-04-01,793
2019-04-02,657
2019-04-03,680
2019-04-04,663
2019-04-05,705
2019-04-06,743
2019-04-07,703
2019-04-08,744
2019-04-09,693
2019-04-10,659
2019-04-11,746
2019-04-12,780
2019-04-13,754
2019-04-14,536
2019-04-15,724
2019-04-16,708
2019-04-17,692
2019-04-18,628
2019-04-19,650
2019-04-20,730
2019-04-21,645
2019-04-22,736
2019-04-23,743
2019-04-24,702
2019-04-25,767
2019-04-26,762
2019-04-27,629
2019-04-28,606
2019-04-29,717
2019-04-30,729
2019-05-01,815
2019-05-02,698
2019-05-03,791
2019-05-04,699
2019-05-05,779
2019-05-06,792
2019-05-07,700
2019-05-08,759
2019-05-09,737
2019-05-10,798
2019-05-11,696
2019-05-12,631
2019-05-13,790
2019-05-14,720
2019-05-15,764
2019-05-16,740
2019-05-17,775
2019-05-18,757
2019-05-19,774
2019-05-20,810
2019-05-21,728
2019-05-22,772
2019-05-23,772
2019-05-24,847
2019-05-25,875
2019-05-26,827
2019-05-27,746
2019-05-28,747
2019-05-29,738
2019-05-30,746
2019-05-31,831
2019-06-01,922
2019-06-02,734
2019-06-03,706
2019-06-04,772
2019-06-05,790
2019-06-06,741
2019-06-07,823
2019-06-08,888
2019-06-09,805
2019-06-10,798
2019-06-11,776
2019-06-12,715
2019-06-13,701
2019-06-14,806
2019-06-15,832
2019-06-16,721
2019-06-17,752
2019-06-18,716
2019-06-19,808
2019-06-20,733
2019-06-21,779
2019-06-22,825
2019-06-23,809
2019-06-24,810
2019-06-25,784
2019-06-26,798
2019-06-27,750
2019-06-28,847
2019-06-29,864
2019-06-30,804
2019-07-01,909
2019-07-02,769
2019-07-03,807
2019-07-04,799
2019-07-05,891
2019-07-06,816
2019-07-07,775
2019-07-08,833
2019-07-09,743
2019-07-10,837
2019-07-11,765
2019-07-12,788
2019-07-13,893
2019-07-14,790
2019-07-15,822
2019-07-16,755
2019-07-17,803
2019-07-18,760
2019-07-19,802
2019-07-20,827
2019-07-21,774
2019-07-22,790
2019-07-23,787
2019-07-24,745
2019-07-25,800
2019-07-26,816
2019-07-27,826
2019-07-28,832
2019-07-29,815
2019-07-30,777
2019-07-31,713
2019-08-01,918
2019-08-02,882
2019-08-03,869
2019-08-04,842
2019-08-05,809
2019-08-06,783
2019-08-07,779
2019-08-08,820
2019-08-09,796
2019-08-10,800
2019-08-11,802
2019-08-12,709
2019-08-13,762
2019-08-14,793
2019-08-15,813
2019-08-16,774
2019-08-17,811
2019-08-18,759
2019-08-19,787
2019-08-20,732
2019-08-21,722
2019-08-22,754
2019-08-23,781
2019-08-24,818
2019-08-25,766
2019-08-26,730
2019-08-27,732
2019-08-28,752
2019-08-29,773
2019-08-30,766
2019-08-31,775
2019-09-01,890
2019-09-02,777
2019-09-03,680
2019-09-04,683
2019-09-05,649
2019-09-06,772
2019-09-07,737
2019-09-08,720
2019-09-09,778
2019-09-10,720
2019-09-11,750
2019-09-12,784
2019-09-13,817
2019-09-14,764
2019-09-15,784
2019-09-16,806
2019-09-17,781
2019-09-18,756
2019-09-19,789
2019-09-20,816
2019-09-21,757
2019-09-22,656
2019-09-23,766
2019-09-24,757
2019-09-25,713
2019-09-26,709
2019-09-27,668
2019-09-28,700
2019-09-29,713
2019-09-30,753
2019-10-01,880
2019-10-02,730
2019-10-03,730
2019-10-04,715
2019-10-05,723
2019-10-06,670
2019-10-07,746
2019-10-08,712
2019-10-09,734
2019-10-10,647
2019-10-11,728
2019-10-12,733
2019-10-13,697
2019-10-14,686
2019-10-15,744
2019-10-16,741
2019-10-17,676
2019-10-18,704
2019-10-19,717
2019-10-20,720
2019-10-21,712
2019-10-22,660
2019-10-23,700
2019-10-24,716
2019-10-25,751
2019-10-26,559
2019-10-27,701
2019-10-28,659
2019-10-29,635
2019-10-30,578
2019-10-31,589
2019-11-01,857
2019-11-02,664
2019-11-03,721
2019-11-04,672
2019-11-05,636
2019-11-06,661
2019-11-07,663
2019-11-08,680
2019-11-09,710
2019-11-10,652
2019-11-11,494
2019-11-12,547
2019-11-13,578
2019-11-14,578
2019-11-15,757
2019-11-16,664
2019-11-17,701
2019-11-18,683
2019-11-19,686
2019-11-20,729
2019-11-21,662
2019-11-22,727
2019-11-23,702
2019-11-24,698
2019-11-25,694
2019-11-26,678
2019-11-27,637
2019-11-28,508
2019-11-29,649
2019-11-30,663
2019-12-01,723
2019-12-02,709
2019-12-03,690
2019-12-04,746
2019-12-05,700
2019-12-06,736
2019-12-07,700
2019-12-08,671
2019-12-09,705
2019-12-10,675
2019-12-11,606
2019-12-12,656
2019-12-13,731
2019-12-14,682
2019-12-15,655
2019-12-16,624
2019-12-17,670
2019-12-18,653
2019-12-19,683
2019-12-20,726
2019-12-21,747
2019-12-22,680
2019-12-23,689
2019-12-24,624
2019-12-25,511
2019-12-26,609
2019-12-27,693
2019-12-28,639
2019-12-29,689
2019-12-30,616
2019-12-31,549
